"Bone Tumors: Primary Bone Cancer, Metastatic Cancer, and Benign Bone Tumors",http://www.webmd.com/cancer/bone-tumors,"[True, '>, <p>\n<p>\n<a class="""" href=""http://www.webmd.com/cancer/bone-tumors"" onclick=""return sl(this,\'\',\'embd-lnk\');""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/cancer/bone-tumors', 'http://www.webmd.com/cancer/bone-metastasis-11/slideshow-cancer-bone-metastasis', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/a-to-z-guides/understanding-fractures-basic-information', 'http://www.webmd.com/cancer/bone-tumors', 'http://www.webmd.com/cancer/bone-metastasis-11/slideshow-cancer-bone-metastasis', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/a-to-z-guides/understanding-fractures-basic-information', 'http://www.webmd.com/a-to-z-guides/benign-tumors-causes-treatments', 'http://www.webmd.com/cancer/rm-quiz-cancer-myths-facts', 'http://www.webmd.com/cancer/health-check-cancer-risk/default.htm', 'http://www.webmd.com/lung-cancer/default.htm', 'http://www.webmd.com/lung-cancer/ss/slideshow-lung-cancer-overview', 'http://www.webmd.com/cancer/sarcoma', 'http://www.webmd.com/cancer/what-to-expect-from-radiation-therapy', 'http://www.webmd.com/cancer/lymphoma/multiple-myeloma-symptoms-causes-treatment', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Brain Cancer and Brain Tumors Center: Symptoms, Types, Causes, Tests, and Treatments",http://www.webmd.com/cancer/brain-cancer/default.htm,"[True, ' experts.</p>, <p>WebMD Newsletters</p>, <p>Brain cancer can have a wide variety of symptoms including seizure']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/cancer/brain-cancer/news/20150701/patients-with-low-grade-brain-tumors-living-longer', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
Brain Diseases,http://www.webmd.com/brain/brain-diseases,"[True, 'issue growth inside the brain; whether malignant (cancerous) or benign, <a class="""" href=""http://www.webmd.com']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/brain/brain-diseases', 'http://www.webmd.com/stroke/default.htm', 'http://www.webmd.com/epilepsy/understanding-seizures-basics', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/brain/brain-diseases', 'http://www.webmd.com/stroke/default.htm', 'http://www.webmd.com/epilepsy/understanding-seizures-basics', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/a-to-z-guides/understanding-meningitis-basics', 'http://www.webmd.com/brain/ss/slideshow-concussions-brain-injuries', 'http://www.webmd.com/migraines-headaches/default.htm', 'http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics', 'http://www.webmd.com/brain/rm-quiz-amazing-brain', 'http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections', 'http://www.webmd.com/children/ss/slideshow-childhood-illnesses-to-know', 'http://www.webmd.com/brain/video/brain-training', 'http://www.webmd.com/a-to-z-guides/abscess', 'http://www.webmd.com/cold-and-flu/rm-quiz-antibiotics-myths-facts', 'http://www.webmd.com/epilepsy/default.htm', 'http://www.webmd.com/fitness-exercise/guide/head-injuries-causes-and-treatments', 'http://www.webmd.com/brain/concussion-traumatic-brain-injury-symptoms-causes-treatments', 'http://www.webmd.com/migraines-headaches/ss/slideshow-migraine-overview', 'http://www.webmd.com/brain/brain-damage-symptoms-causes-treatments', 'http://www.webmd.com/stroke/ss/slideshow-stroke-overview', 'http://www.webmd.com/hypertension-high-blood-pressure/default.htm', 'http://www.webmd.com/cancer/brain-cancer/brain-tumors-in-adults', 'http://www.webmd.com/cancer/brain-cancer/what-is-glioblastoma', 'http://www.webmd.com/alzheimers/guide/alzheimers-dementia', 'http://www.webmd.com/urinary-incontinence-oab/', 'http://www.webmd.com/brain/pseudotumor-cerebri-10678', 'http://www.webmd.com/eye-health/default.htm', 'http://www.webmd.com/migraines-headaches/migraine-treatment-14/rm-quiz-migraine-myths', 'http://www.webmd.com/first-aid/understanding-dizziness-basics', 'http://www.webmd.com/digestive-disorders/digestive-diseases-nausea-vomiting', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"WebMD Breast Cancer Center: Types, Symptoms, Causes, Genes, Staging, Tests, and Treatments",http://www.webmd.com/breast-cancer/default.htm,"[True, 'ebMD Newsletters</p>, <p>The first sign of breast cancer often is a breast lump or an abnormal mammogram. Brea']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/breast-cancer/news/20150723/certain-generic-meds-may-help-older-patients-with-early-breast-cancer', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Burkitt Lymphoma: Diagnosis, Prognosis, Symptoms, and Treatments",http://www.webmd.com/cancer/burkitt-lymphoma-prognosis-diagnosis-treatments,"[True, '<p>\n<a class=""Article"" href=""http://www.webmd.com/cancer/lymphoma/burkitt-lymphoma-prognosis-diagnosis-treatme']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/cancer/lymphoma/burkitt-lymphoma-prognosis-diagnosis-treatments', 'http://www.webmd.com/cancer/understanding-hodgkins-disease-basic-information', 'http://www.webmd.com/cancer/', 'http://www.webmd.com/cancer/questions-answers-chemotherapy', 'http://www.webmd.com/cancer/lymphoma/lymphoma-cancer', 'http://www.webmd.com/a-to-z-guides/malaria-topic-overview', 'http://www.webmd.com/a-to-z-guides/infectious-mononucleosis-topic-overview', 'http://www.webmd.com/cancer/lymphoma/anaplastic-large-cell-lymphoma', 'http://www.webmd.com/cancer/lymphoma/anaplastic-large-cell-lymphoma', 'http://www.webmd.com/hiv-aids/default.htm', 'http://www.webmd.com/hiv-aids/ss/slideshow-aids-retrospective', 'http://www.webmd.com/cancer/lymphoma/burkitt-lymphoma-prognosis-diagnosis-treatments', 'http://www.webmd.com/cancer/understanding-hodgkins-disease-basic-information', 'http://www.webmd.com/cancer/', 'http://www.webmd.com/cancer/questions-answers-chemotherapy', 'http://www.webmd.com/cancer/lymphoma/lymphoma-cancer', 'http://www.webmd.com/a-to-z-guides/malaria-topic-overview', 'http://www.webmd.com/a-to-z-guides/infectious-mononucleosis-topic-overview', 'http://www.webmd.com/cancer/lymphoma/anaplastic-large-cell-lymphoma', 'http://www.webmd.com/cancer/lymphoma/anaplastic-large-cell-lymphoma', 'http://www.webmd.com/hiv-aids/default.htm', 'http://www.webmd.com/hiv-aids/ss/slideshow-aids-retrospective', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Cancer Center: Types, Symptoms, Causes, Tests, and Treatments, Including Chemo and Radiation",http://www.webmd.com/cancer/default.htm,"[True, 's, and experts.</p>, <p>WebMD Newsletters</p>, <p>Cancer, also called malignancy, is an abnormal growth of cel']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/prostate-cancer/news/20150731/five-types-prostate-cancer', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Cataracts | Causes, Symptoms, Diagnosis, Treatment, and Prevention",http://www.webmd.com/healthy-aging/guide/eye-health-cataracts-eyes,"[True, ', <p>\n<a href=""http://www.webmd.com/melanoma-skin-cancer/slideshow-sun-damaged-skin"" onclick=""return sl(this,\'']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/eye-health/picture-of-the-eyes', 'http://www.webmd.com/eye-health/default.htm', 'http://www.webmd.com/eye-health/cataracts/default.htm', 'http://www.webmd.com/eye-health/picture-of-the-eyes', 'http://www.webmd.com/eye-health/default.htm', 'http://www.webmd.com/eye-health/cataracts/default.htm', 'http://www.webmd.com/melanoma-skin-cancer/slideshow-sun-damaged-skin', 'http://www.webmd.com/eye-health/ss/slideshow-eye-conditions-overview', 'http://www.webmd.com/eye-health/eye-assessment/default.htm', 'http://www.webmd.com/eye-health/cornea-conditions-symptoms-treatments', 'http://www.webmd.com/brain/picture-of-the-brain', 'http://www.webmd.com/eye-health/cataracts/ss/slideshow-cataracts', 'http://www.webmd.com/eye-health/ss/slideshow-healthier-eyes', 'http://www.webmd.com/eye-health/eye-vision-tv/video-do-i-have-cataracts', 'http://www.webmd.com/brian-boxer-wachler', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Cervical Cancer Causes, Symptoms, Diagnosis, and Treatment on WebMD.com",http://www.webmd.com/cancer/tc/Cervical-Cancer-Topic-Overview,"[True, '\t\t\t testing, diagnosis, and treatment of cervical cancer. For general information\n\t\t\t about abnormal Pap test ']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/women/tc/abnormal-pap-test-topic-overview', 'http://www.webmd.com/women/cervix-18980', 'http://www.webmd.com/women/cervix-18980', 'http://www.webmd.com/hw-popup/pap-test-papanicolaou-test-or-pap-smear', 'http://www.webmd.com/cancer/cervical-cancer/cervical-cancer-references#abj7358', 'http://www.webmd.com/hw-popup/human-papillomavirus-hpv', 'http://www.webmd.com/hw-popup/sex', 'http://www.webmd.com/hw-popup/genital-warts-8035', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Cervical Dysplasia: Symptoms, Treatments, Causes, and More",http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments,"[True, '<p>\n<a class=""Article"" href=""http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-tr']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments', 'http://www.webmd.com/women/picture-of-the-cervix', 'http://www.webmd.com/women/picture-of-the-vagina', 'http://www.webmd.com/women/guide/pap-smear', 'http://www.webmd.com/cancer/cervical-cancer/default.htm', 'http://www.webmd.com/cancer/cervical-cancer/understanding-cervical-cancer-basics', 'http://www.webmd.com/cancer/cervical-cancer/understanding-cervical-cancer-basics', 'http://www.webmd.com/cancer/cervical-cancer/ss/slideshow-cervical-cancer-overview', 'http://www.webmd.com/cancer/cervical-cancer/cervical-dysplasia-symptoms-causes-treatments', 'http://www.webmd.com/women/picture-of-the-cervix', 'http://www.webmd.com/women/picture-of-the-vagina', 'http://www.webmd.com/women/guide/pap-smear', 'http://www.webmd.com/cancer/cervical-cancer/default.htm', 'http://www.webmd.com/cancer/cervical-cancer/understanding-cervical-cancer-basics', 'http://www.webmd.com/cancer/cervical-cancer/understanding-cervical-cancer-basics', 'http://www.webmd.com/cancer/cervical-cancer/ss/slideshow-cervical-cancer-overview', 'http://www.webmd.com/sex-relationships/default.htm', 'http://www.webmd.com/skin-problems-and-treatments/picture-of-the-skin', 'http://www.webmd.com/smoking-cessation/default.htm', 'http://www.webmd.com/a-to-z-guides/organ-donation-facts', 'http://www.webmd.com/hiv-aids/default.htm', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Chronic Lymphocytic Leukemia: Causes, Symptoms, Treatment, and More",http://www.webmd.com/cancer/chronic-lymphocytic-leukemia,"[True, '>, <p>\n<p>\n<a class="""" href=""http://www.webmd.com/cancer/lymphoma/chronic-lymphocytic-leukemia-rare"" onclick=""']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/cancer/lymphoma/chronic-lymphocytic-leukemia-rare', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/cancer/understanding-leukemia-treatment', 'http://www.webmd.com/cancer/understanding-leukemia-treatment', 'http://www.webmd.com/cancer/understanding-leukemia-basics', 'http://www.webmd.com/healthy-aging/ss/slideshow-longer-life-secrets', 'http://www.webmd.com/cancer/lymphoma/chronic-lymphocytic-leukemia-rare', 'http://www.webmd.com/cancer/default.htm', 'http://www.webmd.com/heart/anatomy-picture-of-blood', 'http://www.webmd.com/cancer/understanding-leukemia-treatment', 'http://www.webmd.com/cancer/understanding-leukemia-treatment', 'http://www.webmd.com/cancer/understanding-leukemia-basics', 'http://www.webmd.com/healthy-aging/ss/slideshow-longer-life-secrets', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
"Colorectal Cancer, Colon, or Rectum Cancer Center: Symptoms, Causes, Tests, and Treatments",http://www.webmd.com/colorectal-cancer/default.htm,"[True, ' experts.</p>, <p>WebMD Newsletters</p>, <p>Colon cancer and cancer of the rectum can begin as a small polyp, ']","['http://www.webmd.com/pill-identification/default.htm', 'http://www.webmd.com/colorectal-cancer/news/20150708/colon-cancer-deaths-falling-but-3-us-regions-lag-behind', 'http://www.webmd.com/www/policies/additional-info?ss=ftr']"
