"Id","Label","Interval"
"http://www.webmd.com/skin-problems-and-treatments/tc/Rash-Age-12-and-Older-Topic-Overview","http://www.webmd.com/skin-problems-and-treatments/tc/Rash-Age-12-and-Older-Topic-Overview","True"
"http://www.webmd.com/a-to-z-guides/Safe-Sex-Topic-Overview","http://www.webmd.com/a-to-z-guides/Safe-Sex-Topic-Overview","True"
"http://www.webmd.com/skin-problems-and-treatments/psoriasis/scalp-psoriasis","http://www.webmd.com/skin-problems-and-treatments/psoriasis/scalp-psoriasis","True"
"http://www.webmd.com/a-to-z-guides/sepsis-septicemia-blood-infection","http://www.webmd.com/a-to-z-guides/sepsis-septicemia-blood-infection","True"
"http://www.webmd.com/melanoma-skin-cancer/default.htm","http://www.webmd.com/melanoma-skin-cancer/default.htm","True"
"http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","http://www.webmd.com/melanoma-skin-cancer/slideshow-precancerous-skin-lesions-and-skin-cancer","True"
"http://www.webmd.com/skin-problems-and-treatments/slideshow-common-adult-skin-problems","http://www.webmd.com/skin-problems-and-treatments/slideshow-common-adult-skin-problems","True"
"http://www.webmd.com/skin-problems-and-treatments/slideshow-birthmarks","http://www.webmd.com/skin-problems-and-treatments/slideshow-birthmarks","True"
"http://www.webmd.com/skin-problems-and-treatments/tc/Rash-Age-12-and-Older-Topic-Overview","http://www.webmd.com/skin-problems-and-treatments/tc/Rash-Age-12-and-Older-Topic-Overview","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-moles-freckles-skin-tags","http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-moles-freckles-skin-tags","True"
"http://www.webmd.com/Smoking-Cessation/default.htm","http://www.webmd.com/Smoking-Cessation/default.htm","True"
"http://www.webmd.com/cold-and-flu/tc/Sore-Throat-Topic-Overview","http://www.webmd.com/cold-and-flu/tc/Sore-Throat-Topic-Overview","True"
"http://www.webmd.com/a-to-z-guides/Insect-Bites-and-Stings-and-Spider-Bites-Topic-Overview","http://www.webmd.com/a-to-z-guides/Insect-Bites-and-Stings-and-Spider-Bites-Topic-Overview","True"
"http://www.webmd.com/skin-problems-and-treatments/slideshow-summer-skin-hazards","http://www.webmd.com/skin-problems-and-treatments/slideshow-summer-skin-hazards","True"
"http://www.webmd.com/skin-problems-and-treatments/tc/Sunburn-Topic-Overview","http://www.webmd.com/skin-problems-and-treatments/tc/Sunburn-Topic-Overview","True"
"http://www.webmd.com/a-to-z-guides/swollen-ankles-and-feet","http://www.webmd.com/a-to-z-guides/swollen-ankles-and-feet","True"
"http://www.webmd.com/cancer/tc/Testicular-Cancer-Topic-Overview","http://www.webmd.com/cancer/tc/Testicular-Cancer-Topic-Overview","True"
"http://www.webmd.com/cancer/tc/Laryngeal-cancer-Treatment-Patient-Information-NCI-PDQ-General-Information-About-Laryngeal","http://www.webmd.com/cancer/tc/Laryngeal-cancer-Treatment-Patient-Information-NCI-PDQ-General-Information-About-Laryngeal","True"
"http://www.webmd.com/a-to-z-guides/thrombocytopenia-symptoms-causes-treatments","http://www.webmd.com/a-to-z-guides/thrombocytopenia-symptoms-causes-treatments","True"
"http://www.webmd.com/women/guide/understanding-thyroid-problems-basics","http://www.webmd.com/women/guide/understanding-thyroid-problems-basics","True"
"http://www.webmd.com/a-to-z-guides/Thyroid-Nodules-Topic-Overview","http://www.webmd.com/a-to-z-guides/Thyroid-Nodules-Topic-Overview","True"
"http://www.webmd.com/cholesterol-management/tc/High-Triglycerides-Overview","http://www.webmd.com/cholesterol-management/tc/High-Triglycerides-Overview","True"
"http://www.webmd.com/a-to-z-guides/benign-tumors-causes-treatments","http://www.webmd.com/a-to-z-guides/benign-tumors-causes-treatments","True"
"http://www.webmd.com/a-to-z-guides/what-is-an-ultrasound","http://www.webmd.com/a-to-z-guides/what-is-an-ultrasound","True"
"http://www.webmd.com/infertility-and-reproduction/guide/sexual-health-your-guide-to-uterine-fibroids","http://www.webmd.com/infertility-and-reproduction/guide/sexual-health-your-guide-to-uterine-fibroids","True"
"http://www.webmd.com/cancer/tc/Endometrial-Cancer-Topic-Overview","http://www.webmd.com/cancer/tc/Endometrial-Cancer-Topic-Overview","True"
"http://www.webmd.com/osteoarthritis/guide/arthritis-x-rays","http://www.webmd.com/osteoarthritis/guide/arthritis-x-rays","True"
"http://www.webmd.com/hw-popup/sexually-transmitted-diseases-stds","http://www.webmd.com/hw-popup/sexually-transmitted-diseases-stds","True"
"http://www.webmd.com/oral-health/ss/slideshow-mouth-problems","http://www.webmd.com/oral-health/ss/slideshow-mouth-problems","True"
"http://www.webmd.com/mental-health/addiction/understanding-alcohol-abuse-basics","http://www.webmd.com/mental-health/addiction/understanding-alcohol-abuse-basics","True"
"http://www.webmd.com/heart-disease/heart-disease-facts-quiz","http://www.webmd.com/heart-disease/heart-disease-facts-quiz","True"
"http://www.webmd.com/smoking-cessation/default.htm","http://www.webmd.com/smoking-cessation/default.htm","True"
"http://www.webmd.com/smoking-cessation/ss/slideshow-tips-quit-smoking","http://www.webmd.com/smoking-cessation/ss/slideshow-tips-quit-smoking","True"
"http://www.webmd.com/lung/tc/pneumonia-topic-overview","http://www.webmd.com/lung/tc/pneumonia-topic-overview","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-pruritus","http://www.webmd.com/skin-problems-and-treatments/guide/skin-conditions-pruritus","True"
"http://www.webmd.com/beauty/face/ss/slideshow-complexion-care","http://www.webmd.com/beauty/face/ss/slideshow-complexion-care","True"
"http://www.webmd.com/hw-popup/obesity","http://www.webmd.com/hw-popup/obesity","True"
"http://www.webmd.com/sexual-conditions/ss/slideshow-std-pictures-and-facts","http://www.webmd.com/sexual-conditions/ss/slideshow-std-pictures-and-facts","True"
"http://www.webmd.com/women/guide/normal-testosterone-and-estrogen-levels-in-women","http://www.webmd.com/women/guide/normal-testosterone-and-estrogen-levels-in-women","True"
"http://www.webmd.com/drugs/2/drug-6028/esterified+estrogens+oral/details","http://www.webmd.com/drugs/2/drug-6028/esterified+estrogens+oral/details","True"
"http://www.webmd.com/drugs/2/drug-77066/seasonale+contraceptive+oral/details","http://www.webmd.com/drugs/2/drug-77066/seasonale+contraceptive+oral/details","True"
"http://www.webmd.com/drugs/2/drug-144664/seasonique+oral/details","http://www.webmd.com/drugs/2/drug-144664/seasonique+oral/details","True"
"http://www.webmd.com/digestive-disorders/tc/abdominal-fullness-or-bloating-topic-overview","http://www.webmd.com/digestive-disorders/tc/abdominal-fullness-or-bloating-topic-overview","True"
"http://www.webmd.com/hw-popup/ulcer","http://www.webmd.com/hw-popup/ulcer","True"
"http://www.webmd.com/women/features/digestive-problems","http://www.webmd.com/women/features/digestive-problems","True"
"http://www.webmd.com/digestive-disorders/sigmoidoscopy-anoscopy-proctoscopy","http://www.webmd.com/digestive-disorders/sigmoidoscopy-anoscopy-proctoscopy","True"
"http://www.webmd.com/digestive-disorders/colonoscopy-overview","http://www.webmd.com/digestive-disorders/colonoscopy-overview","True"
"http://www.webmd.com/cold-and-flu/cough-relief-12/slideshow-cough-treatments","http://www.webmd.com/cold-and-flu/cough-relief-12/slideshow-cough-treatments","True"
"http://www.webmd.com/smoking-cessation/ss/slideshow-13-best-quit-smoking-tips-ever","http://www.webmd.com/smoking-cessation/ss/slideshow-13-best-quit-smoking-tips-ever","True"
"http://www.webmd.com/lung/ss/slideshow-bronchitis-overview","http://www.webmd.com/lung/ss/slideshow-bronchitis-overview","True"
"http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections","http://www.webmd.com/a-to-z-guides/bacterial-and-viral-infections","True"
"http://www.webmd.com/lung/copd/ss/slideshow-copd-overview","http://www.webmd.com/lung/copd/ss/slideshow-copd-overview","True"
"http://www.webmd.com/parenting/baby/nursing-basics","http://www.webmd.com/parenting/baby/nursing-basics","True"
"http://www.webmd.com/women/guide/understanding-thyroid-problems-basics","http://www.webmd.com/women/guide/understanding-thyroid-problems-basics","True"
"http://www.webmd.com/drugs/2/drug-1575/calcium+oral/details","http://www.webmd.com/drugs/2/drug-1575/calcium+oral/details","True"
"http://www.webmd.com/food-recipes/features/fruits-veggies-more-matters","http://www.webmd.com/food-recipes/features/fruits-veggies-more-matters","True"
"http://www.webmd.com/drugs/drug-8334-Folic+Acid+Oral.aspx?drugid=8334&drugname=Folic+Acid+Oral","http://www.webmd.com/drugs/drug-8334-Folic+Acid+Oral.aspx?drugid=8334&drugname=Folic+Acid+Oral","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/understanding-blisters-basics","http://www.webmd.com/skin-problems-and-treatments/guide/understanding-blisters-basics","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/common-rashes","http://www.webmd.com/skin-problems-and-treatments/guide/common-rashes","True"
"http://www.webmd.com/sexual-conditions/most-common-stds-men-women","http://www.webmd.com/sexual-conditions/most-common-stds-men-women","True"
"http://www.webmd.com/a-to-z-guides/stem-cells-quiz","http://www.webmd.com/a-to-z-guides/stem-cells-quiz","True"
"http://www.webmd.com/healthy-aging/ss/slideshow-longer-life-secrets","http://www.webmd.com/healthy-aging/ss/slideshow-longer-life-secrets","True"
"http://www.webmd.com/lung/copd/news/20150622/millions-of-smokers-may-have-undiagnosed-lung-disease","http://www.webmd.com/lung/copd/news/20150622/millions-of-smokers-may-have-undiagnosed-lung-disease","True"
"http://www.webmd.com/eye-health/eye-assessment/default.htm","http://www.webmd.com/eye-health/eye-assessment/default.htm","True"
"http://www.webmd.com/cold-and-flu/ss/slideshow-strengthen-immunity","http://www.webmd.com/cold-and-flu/ss/slideshow-strengthen-immunity","True"
"http://www.webmd.com/diabetes/rm-quiz-pancreas","http://www.webmd.com/diabetes/rm-quiz-pancreas","True"
"http://www.webmd.com/drugs/2/drug-17220/orlistat+oral/details","http://www.webmd.com/drugs/2/drug-17220/orlistat+oral/details","True"
"http://www.webmd.com/drugs/2/drug-164439/belviq+oral/details","http://www.webmd.com/drugs/2/drug-164439/belviq+oral/details","True"
"http://www.webmd.com/drugs/2/drug-17218/xenical+oral/details","http://www.webmd.com/drugs/2/drug-17218/xenical+oral/details","True"
"http://www.webmd.com/digestive-disorders/digestive-diseases-gas","http://www.webmd.com/digestive-disorders/digestive-diseases-gas","True"
"http://www.webmd.com/digestive-disorders/tc/bowel-obstruction-topic-overview","http://www.webmd.com/digestive-disorders/tc/bowel-obstruction-topic-overview","True"
"http://www.webmd.com/a-to-z-guides/medications-that-may-cause-lightheadedness-or-vertigo","http://www.webmd.com/a-to-z-guides/medications-that-may-cause-lightheadedness-or-vertigo","True"
"http://www.webmd.com/drugs/2/drug-366/sunscreen+topical/details","http://www.webmd.com/drugs/2/drug-366/sunscreen+topical/details","True"
"http://www.webmd.com/beauty/sun/rm-quiz-sunscreen","http://www.webmd.com/beauty/sun/rm-quiz-sunscreen","True"
"http://www.webmd.com/a-to-z-guides/growth-hormone-deficiency","http://www.webmd.com/a-to-z-guides/growth-hormone-deficiency","True"
"http://www.webmd.com/skin-problems-and-treatments/eczema/news/20150701/eczema-ra-cord-blood","http://www.webmd.com/skin-problems-and-treatments/eczema/news/20150701/eczema-ra-cord-blood","True"
"http://www.webmd.com/cold-and-flu/tc/sore-throat-topic-overview","http://www.webmd.com/cold-and-flu/tc/sore-throat-topic-overview","True"
"http://www.webmd.com/drugs/2/drug-1383/cocaine+topical/details","http://www.webmd.com/drugs/2/drug-1383/cocaine+topical/details","True"
"http://www.webmd.com/digestive-disorders/sitz-bath","http://www.webmd.com/digestive-disorders/sitz-bath","True"
"http://www.webmd.com/oral-health/ss/slideshow-dry-mouth","http://www.webmd.com/oral-health/ss/slideshow-dry-mouth","True"
"http://www.webmd.com/a-to-z-guides/understanding-anemia-basics","http://www.webmd.com/a-to-z-guides/understanding-anemia-basics","True"
"http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions","http://www.webmd.com/women/ss/slideshow-thyroid-symptoms-and-solutions","True"
"http://www.webmd.com/women/rm-quiz-thyroid-problem","http://www.webmd.com/women/rm-quiz-thyroid-problem","True"
"http://www.webmd.com/beauty/hair-styling/rm-quiz-hair-care","http://www.webmd.com/beauty/hair-styling/rm-quiz-hair-care","True"
"http://www.webmd.com/eye-health/ss/slideshow-healthier-eyes","http://www.webmd.com/eye-health/ss/slideshow-healthier-eyes","True"
"http://www.webmd.com/skin-problems-and-treatments/tc/rash-age-12-and-older-topic-overview","http://www.webmd.com/skin-problems-and-treatments/tc/rash-age-12-and-older-topic-overview","True"
"http://www.webmd.com/hepatitis/news/20150630/most-us-hepatitis-c-infections-may-be-missed-study","http://www.webmd.com/hepatitis/news/20150630/most-us-hepatitis-c-infections-may-be-missed-study","True"
"http://www.webmd.com/diet/obesity/video/obesity-risks","http://www.webmd.com/diet/obesity/video/obesity-risks","True"
"http://www.webmd.com/heartburn-gerd/guide/heartburn_gerd_symptoms_types","http://www.webmd.com/heartburn-gerd/guide/heartburn_gerd_symptoms_types","True"
"http://www.webmd.com/menopause/guide/guide-perimenopause","http://www.webmd.com/menopause/guide/guide-perimenopause","True"
"http://www.webmd.com/menopause/ss/slideshow-menopause-overview","http://www.webmd.com/menopause/ss/slideshow-menopause-overview","True"
"http://www.webmd.com/menopause/slideshow-menopause-overview","http://www.webmd.com/menopause/slideshow-menopause-overview","True"
"http://www.webmd.com/menopause/guide/8-causes-of-night-sweats","http://www.webmd.com/menopause/guide/8-causes-of-night-sweats","True"
"http://www.webmd.com/vitamins-and-supplements/lifestyle-guide-11/supplement-guide-potassium","http://www.webmd.com/vitamins-and-supplements/lifestyle-guide-11/supplement-guide-potassium","True"
"http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics","http://www.webmd.com/a-to-z-guides/understanding-addisons-disease-basics","True"
"http://www.webmd.com/women/tc/thyroid-nodules-topic-overview","http://www.webmd.com/women/tc/thyroid-nodules-topic-overview","True"
"http://www.webmd.com/drugs/2/drug-14590/prednisone+intensol+oral/details","http://www.webmd.com/drugs/2/drug-14590/prednisone+intensol+oral/details","True"
"http://www.webmd.com/ibd-crohns-disease/ss/slideshow-inflammatory-bowel-overview","http://www.webmd.com/ibd-crohns-disease/ss/slideshow-inflammatory-bowel-overview","True"
"http://www.webmd.com/skin-problems-and-treatments/psoriasis/ss/slideshow-psor-overview","http://www.webmd.com/skin-problems-and-treatments/psoriasis/ss/slideshow-psor-overview","True"
"http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments","http://www.webmd.com/women/hashimotos-thyroiditis-symptoms-causes-treatments","True"
"http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments","http://www.webmd.com/women/hypothyroidism-underactive-thyroid-symptoms-causes-treatments","True"
"http://www.webmd.com/infertility-and-reproduction/news/20150610/woman-gives-birth-using-ovary-tissue-frozen-in-childhood","http://www.webmd.com/infertility-and-reproduction/news/20150610/woman-gives-birth-using-ovary-tissue-frozen-in-childhood","True"
"http://www.webmd.com/skin-problems-and-treatments/ss/slideshow-nails-and-health","http://www.webmd.com/skin-problems-and-treatments/ss/slideshow-nails-and-health","True"
"http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics","http://www.webmd.com/a-to-z-guides/understanding-encephalitis-basics","True"
"http://www.webmd.com/first-aid/tc/insect-bites-and-stings-and-spider-bites-topic-overview","http://www.webmd.com/first-aid/tc/insect-bites-and-stings-and-spider-bites-topic-overview","True"
"http://www.webmd.com/ibs/news/20150528/ibs-diarrhea-viberzi-xifaxan","http://www.webmd.com/ibs/news/20150528/ibs-diarrhea-viberzi-xifaxan","True"
"http://www.webmd.com/skin-problems-and-treatments/guide/sunburn","http://www.webmd.com/skin-problems-and-treatments/guide/sunburn","True"
"http://www.webmd.com/a-to-z-guides/kidney-transplant-20666","http://www.webmd.com/a-to-z-guides/kidney-transplant-20666","True"
"http://www.webmd.com/a-to-z-guides/sepsis-septicemia-blood-infection","http://www.webmd.com/a-to-z-guides/sepsis-septicemia-blood-infection","True"
"http://www.webmd.com/pain-management/tc/physical-therapy-topic-overview","http://www.webmd.com/pain-management/tc/physical-therapy-topic-overview","True"
"http://www.webmd.com/hw-popup/lumbar-puncture-7900","http://www.webmd.com/hw-popup/lumbar-puncture-7900","True"
"http://www.webmd.com/menopause/news/20150716/more-exercise--more-fat-loss-for-older-women-study-finds","http://www.webmd.com/menopause/news/20150716/more-exercise--more-fat-loss-for-older-women-study-finds","True"
"http://www.webmd.com/men/guide/guy-buys-grooming-essentials-for-men","http://www.webmd.com/men/guide/guy-buys-grooming-essentials-for-men","True"
"http://www.webmd.com/hw-popup/menopause","http://www.webmd.com/hw-popup/menopause","True"
"http://www.webmd.com/hw-popup/epstein-barr-virus","http://www.webmd.com/hw-popup/epstein-barr-virus","True"
"http://www.webmd.com/diabetes/ss/slideshow-what-your-feet-say","http://www.webmd.com/diabetes/ss/slideshow-what-your-feet-say","True"
"http://www.webmd.com/first-aid/nosebleeds-causes-and-treatments","http://www.webmd.com/first-aid/nosebleeds-causes-and-treatments","True"
"http://www.webmd.com/children/features/finding-the-right-doctor-for-your-teen","http://www.webmd.com/children/features/finding-the-right-doctor-for-your-teen","True"
"http://www.webmd.com/diet/obesity/obesity-references#ug2337","http://www.webmd.com/diet/obesity/obesity-references#ug2337","True"
"http://www.webmd.com/diet/obesity/obesity-references#abl1747","http://www.webmd.com/diet/obesity/obesity-references#abl1747","True"
"http://www.webmd.com/a-to-z-guides/growth-hormone","http://www.webmd.com/a-to-z-guides/growth-hormone","True"
"http://www.webmd.com/a-to-z-guides/acromegaly-causes-symptoms-treatment","http://www.webmd.com/a-to-z-guides/acromegaly-causes-symptoms-treatment","True"
"http://www.webmd.com/a-to-z-guides/organ-donation-facts","http://www.webmd.com/a-to-z-guides/organ-donation-facts","True"
"http://www.webmd.com/palliative-care/news/20141103/many-americans-may-get-hospice-care-too-late","http://www.webmd.com/palliative-care/news/20141103/many-americans-may-get-hospice-care-too-late","True"
